time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.13134e-06	25633.4
1	7.13134e-06	1.44479e-05	26392.6
2	1.44479e-05	2.19597e-05	10006.1
3	2.19597e-05	2.96772e-05	5964.03
4	2.96772e-05	3.76122e-05	4263.78
5	3.76122e-05	4.57772e-05	3473.19
6	4.57772e-05	5.41859e-05	3095.96
7	5.41859e-05	6.28535e-05	2912.28
8	6.28535e-05	7.17962e-05	2814.78
9	7.17962e-05	8.10322e-05	2755.06
10	8.10322e-05	9.05814e-05	2708.73
11	9.05814e-05	0.000100466	2708.73
12	0.000100466	0.000110709	2711.84
13	0.000110709	0.00012134	2711.84
14	0.00012134	0.000132387	2779.55
15	0.000132387	0.000143886	2779.55
16	0.000143886	0.000155874	2882.79
17	0.000155874	0.000168394	2882.79
18	0.000168394	0.000181498	2992.45
19	0.000181498	0.000195241	2992.45
20	0.000195241	0.000209689	3089.75
21	0.000209689	0.000224918	3089.75
22	0.000224918	0.000241018	3163.81
23	0.000241018	0.000258094	3163.81
24	0.000258094	0.000276273	3201.26
25	0.000276273	0.000295706	3201.26
26	0.000295706	0.000316581	3174.03
27	0.000316581	0.000339127	3174.03
28	0.000339127	0.000363635	3033.08
29	0.000363635	0.000390482	3033.08
30	0.000390482	0.000420159	2715.43
31	0.000420159	0.000453335	2715.43
32	0.000453335	0.000490947	2171.61
33	0.000490947	0.000534367	2171.61
34	0.000534367	0.000585722	1428.7
35	0.000585722	0.000648576	1428.7
36	0.000648576	0.000729608	666.671
37	0.000729608	0.000843817	666.671
38	0.000843817	0.00103906	276.493
39	0.00103906	inf	276.493
