7.41027e-05	-5734856.78	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69,3373.69
7.92547e-05	-5726346.92	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	17915.2,13380.5,8123.57,5805.18,4682.49,4060.19,3684.77,3448.78,3295.98,3193.94,3098.01,3098.01,3025.3,3025.3,2985.85,2985.85,2963.1,2963.1,2948.84,2948.84,2938.6,2938.6,2929.93,2929.93,2921.12,2921.12,2909.91,2909.91,2892.92,2892.92,2865.38,2865.38,2819.57,2819.57,2739.49,2739.49,2575.37,2575.37,2275.22,2275.22
8.58295e-05	-5722518.51	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	23522,19250.9,10215,6589.68,4964.7,4105.53,3605.61,3302.88,3114.55,2993.88,2886.37,2886.37,2810.3,2810.3,2772.52,2772.52,2752.15,2752.15,2739.2,2739.2,2728.39,2728.39,2717.01,2717.01,2703.02,2703.02,2682.83,2682.83,2650.8,2650.8,2599.02,2599.02,2515.17,2515.17,2375.1,2375.1,2111.13,2111.13,1701.66,1701.66
9.29858e-05	-5720077.97	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	23719.5,21877.1,10960.2,6780.13,4974.5,4038.54,3503.83,3188.37,2998.53,2881.42,2782.47,2782.47,2717.18,2717.18,2687.73,2687.73,2672.73,2672.73,2662.24,2662.24,2651.19,2651.19,2637.13,2637.13,2617.77,2617.77,2588.4,2588.4,2541.29,2541.29,2465.86,2465.86,2346.3,2346.3,2153.53,2153.53,1814.33,1814.33,1354.31,1354.31
0.000100413	-5718241.82	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	22986.9,23255.6,11215.8,6793.47,4929.01,3972.04,3431.62,3119.53,2937.29,2828.93,2742.29,2742.29,2689.5,2689.5,2668.58,2668.58,2658.82,2658.82,2650.85,2650.85,2639.95,2639.95,2623.91,2623.91,2600.11,2600.11,2562.54,2562.54,2501.35,2501.35,2403.38,2403.38,2249.79,2249.79,2008.33,2008.33,1607.01,1607.01,1121.23,1121.23
0.000107972	-5716734.85	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	22366.5,24112.2,11263.3,6740.86,4869.7,3914.44,3379.6,3076.54,2904.56,2806.01,2731.74,2731.74,2690.76,2690.76,2677.75,2677.75,2673.09,2673.09,2668.1,2668.1,2658.38,2658.38,2641.81,2641.81,2615.24,2615.24,2571.21,2571.21,2497.64,2497.64,2378.68,2378.68,2192.73,2192.73,1905.59,1905.59,1451.18,1451.18,952.924,952.924
0.000115593	-5715438.66	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	21993.3,24696.8,11205.4,6658.45,4806.03,3863.09,3338.81,3046.85,2885.63,2796.58,2733.64,2733.64,2703.11,2703.11,2697.17,2697.17,2697.5,2697.5,2696.05,2696.05,2688.67,2688.67,2673.14,2673.14,2645.62,2645.62,2597.02,2597.02,2512.9,2512.9,2374.64,2374.64,2157.95,2157.95,1827.79,1827.79,1327.49,1327.49,824.983,824.983
0.000123241	-5714293.57	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	21831.7,25113.8,11090.3,6562.88,4742.18,3816.61,3305.02,3024.64,2873.74,2793.35,2740.25,2740.25,2718.57,2718.57,2718.75,2718.75,2723.85,2723.85,2726.37,2726.37,2722.31,2722.31,2709.2,2709.2,2682.36,2682.36,2630.92,2630.92,2537.97,2537.97,2381.98,2381.98,2136.09,2136.09,1765.34,1765.34,1225.3,1225.3,724.093,724.093
0.000130895	-5713264.93	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	21826.6,25415.9,10944.1,6463.19,4680.69,3774.68,3276.48,3007.36,2865.95,2793.15,2748.29,2748.29,2733.78,2733.78,2739.1,2739.1,2748.63,2748.63,2755.4,2755.4,2755.38,2755.38,2745.78,2745.78,2720.92,2720.92,2668.11,2668.11,2567.8,2567.8,2395.48,2395.48,2121.79,2121.79,1712.74,1712.74,1138.37,1138.37,642.349,642.349
0.000138543	-5712330.29	-0,7.50448e-06,1.52039e-05,2.31087e-05,3.123e-05,3.95802e-05,4.81724e-05,5.70211e-05,6.61422e-05,7.55528e-05,8.52721e-05,9.53209e-05,0.000105722,0.000116502,0.000127689,0.000139314,0.000151414,0.000164029,0.000177205,0.000190994,0.000205456,0.00022066,0.000236686,0.000253629,0.000271599,0.000290729,0.000311179,0.000333145,0.000356871,0.000382662,0.000410913,0.000442143,0.000477055,0.000516635,0.000562327,0.000616369,0.000682511,0.000767784,0.000887968,0.00109342,inf	21932.8,25633.7,10782.2,6364.47,4623.06,3737.31,3252.41,2993.9,2860.99,2794.67,2756.47,2756.47,2747.54,2747.54,2757.03,2757.03,2770.61,2770.61,2781.71,2781.71,2786.23,2786.23,2780.93,2780.93,2759.07,2759.07,2706.02,2706.02,2599.56,2599.56,2412.1,2412.1,2111.86,2111.86,1666.66,1666.66,1062.78,1062.78,574.732,574.732
