time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.12923e-06	28918.1
1	7.12923e-06	1.44437e-05	27994.2
2	1.44437e-05	2.19532e-05	9510.32
3	2.19532e-05	2.96684e-05	5692.32
4	2.96684e-05	3.7601e-05	4287.1
5	3.7601e-05	4.57636e-05	3598.4
6	4.57636e-05	5.41699e-05	3216.84
7	5.41699e-05	6.28349e-05	2997.87
8	6.28349e-05	7.1775e-05	2869.63
9	7.1775e-05	8.10082e-05	2796.33
10	8.10082e-05	9.05546e-05	2753.67
11	9.05546e-05	0.000100436	2753.67
12	0.000100436	0.000110677	2764.1
13	0.000110677	0.000121304	2764.1
14	0.000121304	0.000132348	2824.24
15	0.000132348	0.000143843	2824.24
16	0.000143843	0.000155827	2912.33
17	0.000155827	0.000168345	2912.33
18	0.000168345	0.000181444	3008.14
19	0.000181444	0.000195183	3008.14
20	0.000195183	0.000209627	3093.32
21	0.000209627	0.000224851	3093.32
22	0.000224851	0.000240947	3152.94
23	0.000240947	0.000258018	3152.94
24	0.000258018	0.000276191	3171.39
25	0.000276191	0.000295619	3171.39
26	0.000295619	0.000316487	3121.18
27	0.000316487	0.000339026	3121.18
28	0.000339026	0.000363528	2955.51
29	0.000363528	0.000390366	2955.51
30	0.000390366	0.000420034	2614.63
31	0.000420034	0.000453201	2614.63
32	0.000453201	0.000490802	2055.57
33	0.000490802	0.000534209	2055.57
34	0.000534209	0.000585549	1319.18
35	0.000585549	0.000648384	1319.18
36	0.000648384	0.000729392	598.342
37	0.000729392	0.000843567	598.342
38	0.000843567	0.00103875	246.369
39	0.00103875	inf	246.369
