time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.34878e-06	25579.3
1	7.34878e-06	1.48884e-05	24593.4
2	1.48884e-05	2.26292e-05	9173.26
3	2.26292e-05	3.05821e-05	5577.75
4	3.05821e-05	3.8759e-05	4115.08
5	3.8759e-05	4.71729e-05	3397.34
6	4.71729e-05	5.58381e-05	3032.21
7	5.58381e-05	6.47699e-05	2852.38
8	6.47699e-05	7.39853e-05	2768.4
9	7.39853e-05	8.35029e-05	2732.67
10	8.35029e-05	9.33432e-05	2724.53
11	9.33432e-05	0.000103529	2724.53
12	0.000103529	0.000114085	2753.1
13	0.000114085	0.00012504	2753.1
14	0.00012504	0.000136424	2814.02
15	0.000136424	0.000148273	2814.02
16	0.000148273	0.000160626	2892.61
17	0.000160626	0.000173529	2892.61
18	0.000173529	0.000187032	2974.74
19	0.000187032	0.000201194	2974.74
20	0.000201194	0.000216082	3050.8
21	0.000216082	0.000231776	3050.8
22	0.000231776	0.000248367	3112.81
23	0.000248367	0.000265964	3112.81
24	0.000265964	0.000284697	3146.04
25	0.000284697	0.000304723	3146.04
26	0.000304723	0.000326233	3120.32
27	0.000326233	0.000349466	3120.32
28	0.000349466	0.000374723	2987.73
29	0.000374723	0.000402387	2987.73
30	0.000402387	0.000432969	2687.25
31	0.000432969	0.000467157	2687.25
32	0.000467157	0.000505916	2164.24
33	0.000505916	0.00055066	2164.24
34	0.00055066	0.000603581	1429.41
35	0.000603581	0.000668351	1429.41
36	0.000668351	0.000751854	657.607
37	0.000751854	0.000869545	657.607
38	0.000869545	0.00107074	265.092
39	0.00107074	inf	265.092
