time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.49917e-06	26211.4
1	7.49917e-06	1.51932e-05	25310.2
2	1.51932e-05	2.30923e-05	8454.96
3	2.30923e-05	3.1208e-05	4964.01
4	3.1208e-05	3.95522e-05	3772.66
5	3.95522e-05	4.81384e-05	3253.71
6	4.81384e-05	5.69809e-05	3001.71
7	5.69809e-05	6.60955e-05	2871.88
8	6.60955e-05	7.54995e-05	2801.01
9	7.54995e-05	8.52119e-05	2762.92
10	8.52119e-05	9.52536e-05	2745.28
11	9.52536e-05	0.000105648	2745.28
12	0.000105648	0.00011642	2762.61
13	0.00011642	0.000127599	2762.61
14	0.000127599	0.000139216	2810.91
15	0.000139216	0.000151307	2810.91
16	0.000151307	0.000163914	2873.52
17	0.000163914	0.00017708	2873.52
18	0.00017708	0.00019086	2937.9
19	0.00019086	0.000205311	2937.9
20	0.000205311	0.000220504	2995.99
21	0.000220504	0.000236519	2995.99
22	0.000236519	0.00025345	3040.65
23	0.00025345	0.000271407	3040.65
24	0.000271407	0.000290523	3057.78
25	0.000290523	0.000310959	3057.78
26	0.000310959	0.00033291	3017.91
27	0.00033291	0.000356619	3017.91
28	0.000356619	0.000382392	2873.88
29	0.000382392	0.000410623	2873.88
30	0.000410623	0.000441831	2566.36
31	0.000441831	0.000476718	2566.36
32	0.000476718	0.00051627	2044.58
33	0.00051627	0.00056193	2044.58
34	0.00056193	0.000615934	1327.62
35	0.000615934	0.000682029	1327.62
36	0.000682029	0.000767241	597.671
37	0.000767241	0.000887341	597.671
38	0.000887341	0.00109265	238.407
39	0.00109265	inf	238.407
