time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.28096e-06	26646.6
1	7.28096e-06	1.47511e-05	26688
2	1.47511e-05	2.24204e-05	9093.47
3	2.24204e-05	3.02999e-05	5487.59
4	3.02999e-05	3.84013e-05	4156.65
5	3.84013e-05	4.67376e-05	3484.38
6	4.67376e-05	5.53228e-05	3128.72
7	5.53228e-05	6.41722e-05	2957.9
8	6.41722e-05	7.33026e-05	2884.94
9	7.33026e-05	8.27324e-05	2856.42
10	8.27324e-05	9.24819e-05	2838.72
11	9.24819e-05	0.000102574	2838.72
12	0.000102574	0.000113032	2821.29
13	0.000113032	0.000123886	2821.29
14	0.000123886	0.000135165	2825.15
15	0.000135165	0.000146905	2825.15
16	0.000146905	0.000159144	2863.1
17	0.000159144	0.000171928	2863.1
18	0.000171928	0.000185306	2929.19
19	0.000185306	0.000199337	2929.19
20	0.000199337	0.000214088	3008.12
21	0.000214088	0.000229637	3008.12
22	0.000229637	0.000246075	3078.62
23	0.000246075	0.000263509	3078.62
24	0.000263509	0.000282069	3114.18
25	0.000282069	0.000301911	3114.18
26	0.000301911	0.000323223	3081.48
27	0.000323223	0.000346242	3081.48
28	0.000346242	0.000371265	2936.73
29	0.000371265	0.000398674	2936.73
30	0.000398674	0.000428974	2625.59
31	0.000428974	0.000462846	2625.59
32	0.000462846	0.000501248	2098.38
33	0.000501248	0.000545579	2098.38
34	0.000545579	0.000598011	1372.46
35	0.000598011	0.000662183	1372.46
36	0.000662183	0.000744916	628.571
37	0.000744916	0.000861521	628.571
38	0.000861521	0.00106086	255.766
39	0.00106086	inf	255.766
