time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.42619e-06	24461.8
1	7.42619e-06	1.50453e-05	22981.5
2	1.50453e-05	2.28676e-05	8732.57
3	2.28676e-05	3.09042e-05	5395.18
4	3.09042e-05	3.91672e-05	3986.72
5	3.91672e-05	4.76698e-05	3300.61
6	4.76698e-05	5.64263e-05	2974.71
7	5.64263e-05	6.54522e-05	2837.62
8	6.54522e-05	7.47647e-05	2793.55
9	7.47647e-05	8.43825e-05	2791.01
10	8.43825e-05	9.43265e-05	2817.93
11	9.43265e-05	0.000104619	2817.93
12	0.000104619	0.000115287	2870.02
13	0.000115287	0.000126357	2870.02
14	0.000126357	0.000137861	2930.49
15	0.000137861	0.000149835	2930.49
16	0.000149835	0.000162318	2988.48
17	0.000162318	0.000175357	2988.48
18	0.000175357	0.000189002	3036.5
19	0.000189002	0.000203313	3036.5
20	0.000203313	0.000218358	3074.01
21	0.000218358	0.000234217	3074.01
22	0.000234217	0.000250983	3101.58
23	0.000250983	0.000268765	3101.58
24	0.000268765	0.000287696	3110.19
25	0.000287696	0.000307932	3110.19
26	0.000307932	0.00032967	3072.41
27	0.00032967	0.000353148	3072.41
28	0.000353148	0.00037867	2940.4
29	0.00037867	0.000406626	2940.4
30	0.000406626	0.00043753	2651.64
31	0.00043753	0.000472078	2651.64
32	0.000472078	0.000511245	2148.3
33	0.000511245	0.000556461	2148.3
34	0.000556461	0.000609939	1434.83
35	0.000609939	0.000675391	1434.83
36	0.000675391	0.000759774	673.893
37	0.000759774	0.000878704	673.893
38	0.000878704	0.00108202	276.987
39	0.00108202	inf	276.987
