time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.60352e-06	25450.8
1	7.60352e-06	1.54045e-05	22738.3
2	1.54045e-05	2.34136e-05	7881.88
3	2.34136e-05	3.16422e-05	4931.1
4	3.16422e-05	4.01025e-05	3825.39
5	4.01025e-05	4.88081e-05	3272.53
6	4.88081e-05	5.77737e-05	2983.68
7	5.77737e-05	6.70151e-05	2842.35
8	6.70151e-05	7.655e-05	2777.58
9	7.655e-05	8.63975e-05	2747.53
10	8.63975e-05	9.65789e-05	2728.92
11	9.65789e-05	0.000107118	2728.92
12	0.000107118	0.00011804	2733.28
13	0.00011804	0.000129374	2733.28
14	0.000129374	0.000141153	2777.9
15	0.000141153	0.000153413	2777.9
16	0.000153413	0.000166194	2854.94
17	0.000166194	0.000179544	2854.94
18	0.000179544	0.000193515	2946.44
19	0.000193515	0.000208168	2946.44
20	0.000208168	0.000223572	3035.65
21	0.000223572	0.00023981	3035.65
22	0.00023981	0.000256976	3106.98
23	0.000256976	0.000275183	3106.98
24	0.000275183	0.000294565	3138.74
25	0.000294565	0.000315286	3138.74
26	0.000315286	0.000337542	3096.66
27	0.000337542	0.000361581	3096.66
28	0.000361581	0.000387712	2934.57
29	0.000387712	0.000416336	2934.57
30	0.000416336	0.000447978	2601.33
31	0.000447978	0.000483351	2601.33
32	0.000483351	0.000523453	2059.3
33	0.000523453	0.000569748	2059.3
34	0.000569748	0.000624504	1337.29
35	0.000624504	0.000691519	1337.29
36	0.000691519	0.000777916	608.473
37	0.000777916	0.000899687	608.473
38	0.000899687	0.00110785	245.689
39	0.00110785	inf	245.689
