time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.49473e-06	24651.3
1	7.49473e-06	1.51841e-05	22940.1
2	1.51841e-05	2.30786e-05	8686.97
3	2.30786e-05	3.11894e-05	5338.16
4	3.11894e-05	3.95287e-05	4009.05
5	3.95287e-05	4.81098e-05	3363.1
6	4.81098e-05	5.69471e-05	3028.33
7	5.69471e-05	6.60563e-05	2852.53
8	6.60563e-05	7.54547e-05	2757.62
9	7.54547e-05	8.51613e-05	2707.09
10	8.51613e-05	9.51971e-05	2683.62
11	9.51971e-05	0.000105585	2683.62
12	0.000105585	0.000116351	2707.51
13	0.000116351	0.000127523	2707.51
14	0.000127523	0.000139133	2775.79
15	0.000139133	0.000151218	2775.79
16	0.000151218	0.000163816	2869.64
17	0.000163816	0.000176975	2869.64
18	0.000176975	0.000190746	2970.16
19	0.000190746	0.000205189	2970.16
20	0.000205189	0.000220374	3060.35
21	0.000220374	0.000236379	3060.35
22	0.000236379	0.000253299	3125.26
23	0.000253299	0.000271246	3125.26
24	0.000271246	0.000290351	3147.27
25	0.000290351	0.000310774	3147.27
26	0.000310774	0.000332712	3098.99
27	0.000332712	0.000356407	3098.99
28	0.000356407	0.000382165	2939.5
29	0.000382165	0.000410379	2939.5
30	0.000410379	0.000441568	2618
31	0.000441568	0.000476435	2618
32	0.000476435	0.000515964	2092.56
33	0.000515964	0.000561597	2092.56
34	0.000561597	0.000615568	1381.33
35	0.000615568	0.000681625	1381.33
36	0.000681625	0.000766786	642.83
37	0.000766786	0.000886814	642.83
38	0.000886814	0.001092	263.085
39	0.001092	inf	263.085
