time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.0816e-06	26656.2
1	7.0816e-06	1.43472e-05	27724.5
2	1.43472e-05	2.18065e-05	10306.1
3	2.18065e-05	2.94702e-05	5997.07
4	2.94702e-05	3.73499e-05	4315.77
5	3.73499e-05	4.54579e-05	3533.09
6	4.54579e-05	5.3808e-05	3145.24
7	5.3808e-05	6.24151e-05	2955.57
8	6.24151e-05	7.12955e-05	2867.98
9	7.12955e-05	8.04671e-05	2831.53
10	8.04671e-05	8.99496e-05	2817.87
11	8.99496e-05	9.9765e-05	2817.87
12	9.9765e-05	0.000109937	2821.6
13	0.000109937	0.000120494	2821.6
14	0.000120494	0.000131464	2844.42
15	0.000131464	0.000142882	2844.42
16	0.000142882	0.000154787	2887.34
17	0.000154787	0.00016722	2887.34
18	0.00016722	0.000180232	2944.5
19	0.000180232	0.000193879	2944.5
20	0.000193879	0.000208226	3004.74
21	0.000208226	0.000223349	3004.74
22	0.000223349	0.000239337	3053.84
23	0.000239337	0.000256294	3053.84
24	0.000256294	0.000274346	3073.55
25	0.000274346	0.000293644	3073.55
26	0.000293644	0.000314373	3036.56
27	0.000314373	0.000336761	3036.56
28	0.000336761	0.000361099	2900.7
29	0.000361099	0.000387758	2900.7
30	0.000387758	0.000417228	2609.47
31	0.000417228	0.000450173	2609.47
32	0.000450173	0.000487523	2109.42
33	0.000487523	0.00053064	2109.42
34	0.00053064	0.000581637	1405.8
35	0.000581637	0.000644052	1405.8
36	0.000644052	0.000724519	658.255
37	0.000724519	0.000837931	658.255
38	0.000837931	0.00103181	270.914
39	0.00103181	inf	270.914
