time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.50448e-06	25292.6
1	7.50448e-06	1.52039e-05	25589.2
2	1.52039e-05	2.31087e-05	9109.55
3	2.31087e-05	3.123e-05	5590.54
4	3.123e-05	3.95802e-05	4256.04
5	3.95802e-05	4.81724e-05	3557.77
6	4.81724e-05	5.70211e-05	3181.32
7	5.70211e-05	6.61422e-05	2991.71
8	6.61422e-05	7.55528e-05	2900.06
9	7.55528e-05	8.52721e-05	2854.99
10	8.52721e-05	9.53209e-05	2826.33
11	9.53209e-05	0.000105722	2826.33
12	0.000105722	0.000116502	2819.15
13	0.000116502	0.000127689	2819.15
14	0.000127689	0.000139314	2838.12
15	0.000139314	0.000151414	2838.12
16	0.000151414	0.000164029	2877.09
17	0.000164029	0.000177205	2877.09
18	0.000177205	0.000190994	2929.33
19	0.000190994	0.000205456	2929.33
20	0.000205456	0.00022066	2986.69
21	0.00022066	0.000236686	2986.69
22	0.000236686	0.000253629	3038.51
23	0.000253629	0.000271599	3038.51
24	0.000271599	0.000290729	3065.26
25	0.000290729	0.000311179	3065.26
26	0.000311179	0.000333145	3031.57
27	0.000333145	0.000356871	3031.57
28	0.000356871	0.000382662	2885.65
29	0.000382662	0.000410913	2885.65
30	0.000410913	0.000442143	2566.49
31	0.000442143	0.000477055	2566.49
32	0.000477055	0.000516635	2027.64
33	0.000516635	0.000562327	2027.64
34	0.000562327	0.000616369	1301.58
35	0.000616369	0.000682511	1301.58
36	0.000682511	0.000767784	580.684
37	0.000767784	0.000887968	580.684
38	0.000887968	0.00109342	231.537
39	0.00109342	inf	231.537
