time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.19891e-06	15210.4
1	3.19891e-06	6.48092e-06	19587.1
2	6.48092e-06	9.85046e-06	21947.5
3	9.85046e-06	1.33123e-05	20792.2
4	1.33123e-05	1.68717e-05	16994.2
5	1.68717e-05	2.05343e-05	13459.6
6	2.05343e-05	2.43062e-05	11127.8
7	2.43062e-05	2.81942e-05	9829.96
8	2.81942e-05	3.22057e-05	9239.64
9	3.22057e-05	3.63487e-05	9110.55
10	3.63487e-05	4.06322e-05	9466.38
11	4.06322e-05	4.5066e-05	9466.38
12	4.5066e-05	4.9661e-05	10406.1
13	4.9661e-05	5.44295e-05	10406.1
14	5.44295e-05	5.93851e-05	11544.1
15	5.93851e-05	6.45429e-05	11544.1
16	6.45429e-05	6.99203e-05	12578.3
17	6.99203e-05	7.55368e-05	12578.3
18	7.55368e-05	8.14146e-05	13279.5
19	8.14146e-05	8.75793e-05	13279.5
20	8.75793e-05	9.40602e-05	13470.7
21	9.40602e-05	0.000100892	13470.7
22	0.000100892	0.000108114	13021.2
23	0.000108114	0.000115774	13021.2
24	0.000115774	0.000123928	11865.3
25	0.000123928	0.000132645	11865.3
26	0.000132645	0.000142009	10039
27	0.000142009	0.000152122	10039
28	0.000152122	0.000163116	7709.17
29	0.000163116	0.000175159	7709.17
30	0.000175159	0.000188471	5200.78
31	0.000188471	0.000203353	5200.78
32	0.000203353	0.000220225	2964.26
33	0.000220225	0.000239701	2964.26
34	0.000239701	0.000262738	1373.57
35	0.000262738	0.000290932	1373.57
36	0.000290932	0.000327281	495.718
37	0.000327281	0.000378511	495.718
38	0.000378511	0.000466091	212.445
39	0.000466091	inf	212.445
