time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.24189e-06	10360.1
1	3.24189e-06	6.56799e-06	18575.9
2	6.56799e-06	9.98279e-06	21836
3	9.98279e-06	1.34912e-05	22193.2
4	1.34912e-05	1.70984e-05	18548.6
5	1.70984e-05	2.08102e-05	14571.8
6	2.08102e-05	2.46328e-05	11742.4
7	2.46328e-05	2.8573e-05	10055.4
8	2.8573e-05	3.26384e-05	9192.68
9	3.26384e-05	3.6837e-05	8890.45
10	3.6837e-05	4.1178e-05	9135.85
11	4.1178e-05	4.56714e-05	9135.85
12	4.56714e-05	5.03282e-05	10070.2
13	5.03282e-05	5.51607e-05	10070.2
14	5.51607e-05	6.01829e-05	11257.5
15	6.01829e-05	6.541e-05	11257.5
16	6.541e-05	7.08597e-05	12336
17	7.08597e-05	7.65516e-05	12336
18	7.65516e-05	8.25084e-05	13081.7
19	8.25084e-05	8.87559e-05	13081.7
20	8.87559e-05	9.53239e-05	13333.5
21	9.53239e-05	0.000102247	13333.5
22	0.000102247	0.000109566	12957.9
23	0.000109566	0.000117329	12957.9
24	0.000117329	0.000125593	11875.5
25	0.000125593	0.000134427	11875.5
26	0.000134427	0.000143917	10103.8
27	0.000143917	0.000154166	10103.8
28	0.000154166	0.000165308	7794.65
29	0.000165308	0.000177512	7794.65
30	0.000177512	0.000191003	5271.58
31	0.000191003	0.000206085	5271.58
32	0.000206085	0.000223183	2999.05
33	0.000223183	0.000242922	2999.05
34	0.000242922	0.000266268	1375.8
35	0.000266268	0.000294841	1375.8
36	0.000294841	0.000331678	483.411
37	0.000331678	0.000383597	483.411
38	0.000383597	0.000472352	200.488
39	0.000472352	inf	200.488
