time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.37514e-06	15040.9
1	3.37514e-06	6.83796e-06	19053
2	6.83796e-06	1.03931e-05	20785.8
3	1.03931e-05	1.40457e-05	19728.3
4	1.40457e-05	1.78012e-05	16381.2
5	1.78012e-05	2.16656e-05	13255.2
6	2.16656e-05	2.56453e-05	11142.4
7	2.56453e-05	2.97475e-05	9912.62
8	2.97475e-05	3.39799e-05	9315.77
9	3.39799e-05	3.83512e-05	9165.6
10	3.83512e-05	4.28706e-05	9534.02
11	4.28706e-05	4.75487e-05	9534.02
12	4.75487e-05	5.23969e-05	10569.2
13	5.23969e-05	5.74281e-05	10569.2
14	5.74281e-05	6.26567e-05	11801.5
15	6.26567e-05	6.80987e-05	11801.5
16	6.80987e-05	7.37723e-05	12822.7
17	7.37723e-05	7.96983e-05	12822.7
18	7.96983e-05	8.58999e-05	13376.5
19	8.58999e-05	9.24042e-05	13376.5
20	9.24042e-05	9.92421e-05	13320.2
21	9.92421e-05	0.00010645	13320.2
22	0.00010645	0.00011407	12579.7
23	0.00011407	0.000122152	12579.7
24	0.000122152	0.000130755	11158.1
25	0.000130755	0.000139953	11158.1
26	0.000139953	0.000149832	9162.95
27	0.000149832	0.000160503	9162.95
28	0.000160503	0.000172102	6819.65
29	0.000172102	0.000184808	6819.65
30	0.000184808	0.000198854	4465.97
31	0.000198854	0.000214556	4465.97
32	0.000214556	0.000232357	2484.96
33	0.000232357	0.000252907	2484.96
34	0.000252907	0.000277212	1133.47
35	0.000277212	0.00030696	1133.47
36	0.00030696	0.000345311	404.249
37	0.000345311	0.000399364	404.249
38	0.000399364	0.000491768	174.244
39	0.000491768	inf	174.244
