time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.12847e-06	10089.2
1	3.12847e-06	6.33821e-06	17795.6
2	6.33821e-06	9.63355e-06	21582
3	9.63355e-06	1.30192e-05	21647.3
4	1.30192e-05	1.65002e-05	18103.3
5	1.65002e-05	2.00821e-05	14360.4
6	2.00821e-05	2.3771e-05	11675.7
7	2.3771e-05	2.75734e-05	10048.6
8	2.75734e-05	3.14965e-05	9204.49
9	3.14965e-05	3.55483e-05	8900
10	3.55483e-05	3.97375e-05	9128.08
11	3.97375e-05	4.40736e-05	9128.08
12	4.40736e-05	4.85675e-05	10056.7
13	4.85675e-05	5.3231e-05	10056.7
14	5.3231e-05	5.80774e-05	11284.2
15	5.80774e-05	6.31217e-05	11284.2
16	6.31217e-05	6.83807e-05	12423.3
17	6.83807e-05	7.38735e-05	12423.3
18	7.38735e-05	7.96219e-05	13194.2
19	7.96219e-05	8.56508e-05	13194.2
20	8.56508e-05	9.1989e-05	13410.9
21	9.1989e-05	9.867e-05	13410.9
22	9.867e-05	0.000105733	12980.1
23	0.000105733	0.000113224	12980.1
24	0.000113224	0.000121199	11889.9
25	0.000121199	0.000129724	11889.9
26	0.000129724	0.000138882	10192.7
27	0.000138882	0.000148773	10192.7
28	0.000148773	0.000159524	8013.28
29	0.000159524	0.000171302	8013.28
30	0.000171302	0.000184321	5597.36
31	0.000184321	0.000198875	5597.36
32	0.000198875	0.000215375	3330.72
33	0.000215375	0.000234423	3330.72
34	0.000234423	0.000256953	1610.78
35	0.000256953	0.000284526	1610.78
36	0.000284526	0.000320074	598.422
37	0.000320074	0.000370177	598.422
38	0.000370177	0.000455828	252.082
39	0.000455828	inf	252.082
