time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.45777e-06	11878
1	3.45777e-06	7.00537e-06	19736.5
2	7.00537e-06	1.06476e-05	23335.4
3	1.06476e-05	1.43896e-05	20926.3
4	1.43896e-05	1.8237e-05	16260.7
5	1.8237e-05	2.2196e-05	12564.8
6	2.2196e-05	2.62731e-05	10308.6
7	2.62731e-05	3.04758e-05	9126.47
8	3.04758e-05	3.48118e-05	8657.92
9	3.48118e-05	3.92901e-05	8656.62
10	3.92901e-05	4.39202e-05	9216.61
11	4.39202e-05	4.87128e-05	9216.61
12	4.87128e-05	5.36797e-05	10414.8
13	5.36797e-05	5.88341e-05	10414.8
14	5.88341e-05	6.41906e-05	11726.3
15	6.41906e-05	6.97659e-05	11726.3
16	6.97659e-05	7.55784e-05	12793.2
17	7.55784e-05	8.16494e-05	12793.2
18	8.16494e-05	8.80029e-05	13375.9
19	8.80029e-05	9.46664e-05	13375.9
20	9.46664e-05	0.000101672	13324
21	0.000101672	0.000109056	13324
22	0.000109056	0.000116862	12577.3
23	0.000116862	0.000125142	12577.3
24	0.000125142	0.000133956	11165.2
25	0.000133956	0.000143379	11165.2
26	0.000143379	0.0001535	9189.87
27	0.0001535	0.000164432	9189.87
28	0.000164432	0.000176316	6839.76
29	0.000176316	0.000189333	6839.76
30	0.000189333	0.000203722	4442.04
31	0.000203722	0.000219809	4442.04
32	0.000219809	0.000238046	2422.06
33	0.000238046	0.000259099	2422.06
34	0.000259099	0.000283999	1073.28
35	0.000283999	0.000314475	1073.28
36	0.000314475	0.000353765	371.989
37	0.000353765	0.000409141	371.989
38	0.000409141	0.000503808	160.078
39	0.000503808	inf	160.078
