time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.10882e-06	9685.18
1	3.10882e-06	6.29841e-06	18395.8
2	6.29841e-06	9.57305e-06	22691.9
3	9.57305e-06	1.29374e-05	22628.9
4	1.29374e-05	1.63966e-05	18294.9
5	1.63966e-05	1.9956e-05	14191.7
6	1.9956e-05	2.36217e-05	11436.8
7	2.36217e-05	2.74002e-05	9826.39
8	2.74002e-05	3.12987e-05	9021.36
9	3.12987e-05	3.53251e-05	8757.32
10	3.53251e-05	3.94879e-05	9033.74
11	3.94879e-05	4.37968e-05	9033.74
12	4.37968e-05	4.82625e-05	10021.6
13	4.82625e-05	5.28967e-05	10021.6
14	5.28967e-05	5.77127e-05	11331.4
15	5.77127e-05	6.27253e-05	11331.4
16	6.27253e-05	6.79513e-05	12582.3
17	6.79513e-05	7.34096e-05	12582.3
18	7.34096e-05	7.91219e-05	13474.9
19	7.91219e-05	8.51129e-05	13474.9
20	8.51129e-05	9.14113e-05	13790.8
21	9.14113e-05	9.80504e-05	13790.8
22	9.80504e-05	0.000105069	13384.4
23	0.000105069	0.000112513	13384.4
24	0.000112513	0.000120438	12215.1
25	0.000120438	0.00012891	12215.1
26	0.00012891	0.00013801	10378
27	0.00013801	0.000147838	10378
28	0.000147838	0.000158523	8082.88
29	0.000158523	0.000170226	8082.88
30	0.000170226	0.000183163	5622.67
31	0.000183163	0.000197626	5622.67
32	0.000197626	0.000214023	3362.69
33	0.000214023	0.000232951	3362.69
34	0.000232951	0.000255339	1649.93
35	0.000255339	0.000282739	1649.93
36	0.000282739	0.000318064	624.24
37	0.000318064	0.000367852	624.24
38	0.000367852	0.000452965	263.422
39	0.000452965	inf	263.422
