time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.29341e-06	18403
1	3.29341e-06	6.67237e-06	20828.8
2	6.67237e-06	1.01415e-05	22162.7
3	1.01415e-05	1.37056e-05	20529.1
4	1.37056e-05	1.73701e-05	16861.1
5	1.73701e-05	2.11409e-05	13502.9
6	2.11409e-05	2.50243e-05	11161.6
7	2.50243e-05	2.90271e-05	9785.52
8	2.90271e-05	3.31571e-05	9123.3
9	3.31571e-05	3.74225e-05	8950.61
10	3.74225e-05	4.18325e-05	9306.04
11	4.18325e-05	4.63973e-05	9306.04
12	4.63973e-05	5.11281e-05	10326.1
13	5.11281e-05	5.60374e-05	10326.1
14	5.60374e-05	6.11394e-05	11576.1
15	6.11394e-05	6.64496e-05	11576.1
16	6.64496e-05	7.19859e-05	12677.1
17	7.19859e-05	7.77683e-05	12677.1
18	7.77683e-05	8.38198e-05	13351.6
19	8.38198e-05	9.01665e-05	13351.6
20	9.01665e-05	9.68389e-05	13420.4
21	9.68389e-05	0.000103872	13420.4
22	0.000103872	0.000111307	12788.3
23	0.000111307	0.000119194	12788.3
24	0.000119194	0.000127589	11441.3
25	0.000127589	0.000136564	11441.3
26	0.000136564	0.000146204	9466.66
27	0.000146204	0.000156616	9466.66
28	0.000156616	0.000167935	7086.09
29	0.000167935	0.000180333	7086.09
30	0.000180333	0.000194039	4660.46
31	0.000194039	0.00020936	4660.46
32	0.00020936	0.00022673	2604.76
33	0.00022673	0.000246783	2604.76
34	0.000246783	0.0002705	1196.27
35	0.0002705	0.000299527	1196.27
36	0.000299527	0.000336949	431.928
37	0.000336949	0.000389693	431.928
38	0.000389693	0.00047986	186.52
39	0.00047986	inf	186.52
