time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.34325e-06	11158.1
1	3.34325e-06	6.77334e-06	18998.3
2	6.77334e-06	1.02949e-05	22017
3	1.02949e-05	1.3913e-05	21512.6
4	1.3913e-05	1.7633e-05	17588.1
5	1.7633e-05	2.14608e-05	13718.5
6	2.14608e-05	2.54029e-05	11160.3
7	2.54029e-05	2.94664e-05	9761.24
8	2.94664e-05	3.36588e-05	9144.61
9	3.36588e-05	3.79888e-05	9028.53
10	3.79888e-05	4.24655e-05	9445.18
11	4.24655e-05	4.70994e-05	9445.18
12	4.70994e-05	5.19018e-05	10485.1
13	5.19018e-05	5.68854e-05	10485.1
14	5.68854e-05	6.20646e-05	11674.8
15	6.20646e-05	6.74551e-05	11674.8
16	6.74551e-05	7.30752e-05	12668.8
17	7.30752e-05	7.89451e-05	12668.8
18	7.89451e-05	8.50881e-05	13255.8
19	8.50881e-05	9.15309e-05	13255.8
20	9.15309e-05	9.83043e-05	13287.1
21	9.83043e-05	0.000105444	13287.1
22	0.000105444	0.000112992	12653.7
23	0.000112992	0.000120997	12653.7
24	0.000120997	0.00012952	11326.9
25	0.00012952	0.00013863	11326.9
26	0.00013863	0.000148416	9390.41
27	0.000148416	0.000158986	9390.41
28	0.000158986	0.000170476	7052.81
29	0.000170476	0.000183062	7052.81
30	0.000183062	0.000196975	4655.91
31	0.000196975	0.000212528	4655.91
32	0.000212528	0.000230161	2609.27
33	0.000230161	0.000250517	2609.27
34	0.000250517	0.000274593	1198.89
35	0.000274593	0.000304059	1198.89
36	0.000304059	0.000342048	432.534
37	0.000342048	0.00039559	432.534
38	0.00039559	0.000487121	188.478
39	0.000487121	inf	188.478
