time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.16769e-06	16279.6
1	3.16769e-06	6.41768e-06	19452.4
2	6.41768e-06	9.75433e-06	20244.3
3	9.75433e-06	1.31824e-05	21082.2
4	1.31824e-05	1.67071e-05	18132.5
5	1.67071e-05	2.03339e-05	14507
6	2.03339e-05	2.4069e-05	11835
7	2.4069e-05	2.79191e-05	10221.1
8	2.79191e-05	3.18914e-05	9393.91
9	3.18914e-05	3.5994e-05	9097.78
10	3.5994e-05	4.02357e-05	9295.71
11	4.02357e-05	4.46262e-05	9295.71
12	4.46262e-05	4.91764e-05	10103.9
13	4.91764e-05	5.38984e-05	10103.9
14	5.38984e-05	5.88056e-05	11144.6
15	5.88056e-05	6.39131e-05	11144.6
16	6.39131e-05	6.9238e-05	12117.4
17	6.9238e-05	7.47997e-05	12117.4
18	7.47997e-05	8.06202e-05	12840.9
19	8.06202e-05	8.67247e-05	12840.9
20	8.67247e-05	9.31424e-05	13157.4
21	9.31424e-05	9.99071e-05	13157.4
22	9.99071e-05	0.000107059	12889
23	0.000107059	0.000114644	12889
24	0.000114644	0.000122719	11888.8
25	0.000122719	0.000131351	11888.8
26	0.000131351	0.000140623	10132
27	0.000140623	0.000150638	10132
28	0.000150638	0.000161524	7786.17
29	0.000161524	0.000173449	7786.17
30	0.000173449	0.000186632	5228.09
31	0.000186632	0.000201368	5228.09
32	0.000201368	0.000218076	2958.33
33	0.000218076	0.000237362	2958.33
34	0.000237362	0.000260174	1361.97
35	0.000260174	0.000288093	1361.97
36	0.000288093	0.000324087	489.523
37	0.000324087	0.000374818	489.523
38	0.000374818	0.000461542	209.276
39	0.000461542	inf	209.276
