time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.28712e-06	14497.2
1	3.28712e-06	6.65963e-06	20280.6
2	6.65963e-06	1.01221e-05	21371.6
3	1.01221e-05	1.36794e-05	20187.8
4	1.36794e-05	1.73369e-05	16385.5
5	1.73369e-05	2.11005e-05	12996.4
6	2.11005e-05	2.49765e-05	10770.1
7	2.49765e-05	2.89717e-05	9522.16
8	2.89717e-05	3.30937e-05	8959.5
9	3.30937e-05	3.7351e-05	8857.14
10	3.7351e-05	4.17526e-05	9273.34
11	4.17526e-05	4.63086e-05	9273.34
12	4.63086e-05	5.10304e-05	10313.6
13	5.10304e-05	5.59304e-05	10313.6
14	5.59304e-05	6.10226e-05	11529.5
15	6.10226e-05	6.63227e-05	11529.5
16	6.63227e-05	7.18484e-05	12613.2
17	7.18484e-05	7.76197e-05	12613.2
18	7.76197e-05	8.36596e-05	13364.9
19	8.36596e-05	8.99942e-05	13364.9
20	8.99942e-05	9.66539e-05	13595.9
21	9.66539e-05	0.000103674	13595.9
22	0.000103674	0.000111095	13126.9
23	0.000111095	0.000118966	13126.9
24	0.000118966	0.000127345	11871.5
25	0.000127345	0.000136303	11871.5
26	0.000136303	0.000145925	9901.81
27	0.000145925	0.000156317	9901.81
28	0.000156317	0.000167614	7460.84
29	0.000167614	0.000179988	7460.84
30	0.000179988	0.000193668	4936.96
31	0.000193668	0.00020896	4936.96
32	0.00020896	0.000226297	2770.78
33	0.000226297	0.000246311	2770.78
34	0.000246311	0.000269983	1269.52
35	0.000269983	0.000298954	1269.52
36	0.000298954	0.000336305	452.186
37	0.000336305	0.000388949	452.186
38	0.000388949	0.000478943	191.437
39	0.000478943	inf	191.437
