time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.45475e-06	15542.2
1	3.45475e-06	6.99925e-06	20912.7
2	6.99925e-06	1.06383e-05	22605
3	1.06383e-05	1.4377e-05	20282.7
4	1.4377e-05	1.82211e-05	15837.7
5	1.82211e-05	2.21766e-05	12296.1
6	2.21766e-05	2.62502e-05	10209.5
7	2.62502e-05	3.04491e-05	9187.45
8	3.04491e-05	3.47814e-05	8829.24
9	3.47814e-05	3.92558e-05	8879.81
10	3.92558e-05	4.38818e-05	9426.23
11	4.38818e-05	4.86702e-05	9426.23
12	4.86702e-05	5.36328e-05	10516.3
13	5.36328e-05	5.87827e-05	10516.3
14	5.87827e-05	6.41345e-05	11688.9
15	6.41345e-05	6.97049e-05	11688.9
16	6.97049e-05	7.55124e-05	12670.8
17	7.55124e-05	8.15781e-05	12670.8
18	8.15781e-05	8.7926e-05	13259
19	8.7926e-05	9.45837e-05	13259
20	9.45837e-05	0.000101583	13278.4
21	0.000101583	0.000108961	13278.4
22	0.000108961	0.00011676	12609.1
23	0.00011676	0.000125033	12609.1
24	0.000125033	0.000133839	11220.1
25	0.000133839	0.000143254	11220.1
26	0.000143254	0.000153366	9184.72
27	0.000153366	0.000164289	9184.72
28	0.000164289	0.000176162	6722.5
29	0.000176162	0.000189167	6722.5
30	0.000189167	0.000203544	4242.43
31	0.000203544	0.000219617	4242.43
32	0.000219617	0.000237838	2231.45
33	0.000237838	0.000258872	2231.45
34	0.000258872	0.000283751	956.87
35	0.000283751	0.0003142	956.87
36	0.0003142	0.000353456	327.108
37	0.000353456	0.000408784	327.108
38	0.000408784	0.000503368	144.652
39	0.000503368	inf	144.652
