time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.88615e-06	23204.1
1	2.88615e-06	5.84727e-06	71611.3
2	5.84727e-06	8.88736e-06	28343.5
3	8.88736e-06	1.20108e-05	17669.4
4	1.20108e-05	1.52221e-05	13546.8
5	1.52221e-05	1.85266e-05	11229.8
6	1.85266e-05	2.19298e-05	9871.07
7	2.19298e-05	2.54376e-05	9172.32
8	2.54376e-05	2.90569e-05	8940.36
9	2.90569e-05	3.27948e-05	9040.6
10	3.27948e-05	3.66595e-05	9629.05
11	3.66595e-05	4.06598e-05	9629.05
12	4.06598e-05	4.48056e-05	10786.2
13	4.48056e-05	4.91078e-05	10786.2
14	4.91078e-05	5.35789e-05	12056.9
15	5.35789e-05	5.82324e-05	12056.9
16	5.82324e-05	6.30841e-05	13140.8
17	6.30841e-05	6.81515e-05	13140.8
18	6.81515e-05	7.34546e-05	13835
19	7.34546e-05	7.90165e-05	13835
20	7.90165e-05	8.48638e-05	14002.2
21	8.48638e-05	9.10273e-05	14002.2
22	9.10273e-05	9.75431e-05	13529.7
23	9.75431e-05	0.000104454	13529.7
24	0.000104454	0.000111811	12327.1
25	0.000111811	0.000119676	12327.1
26	0.000119676	0.000128124	10375.7
27	0.000128124	0.000137249	10375.7
28	0.000137249	0.000147168	7835.09
29	0.000147168	0.000158033	7835.09
30	0.000158033	0.000170044	5123.04
31	0.000170044	0.000183471	5123.04
32	0.000183471	0.000198693	2797.93
33	0.000198693	0.000216265	2797.93
34	0.000216265	0.00023705	1234.55
35	0.00023705	0.000262487	1234.55
36	0.000262487	0.000295282	421.984
37	0.000295282	0.000341504	421.984
38	0.000341504	0.00042052	179.501
39	0.00042052	inf	179.501
