time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.77742e-06	18982.8
1	2.77742e-06	5.62698e-06	74410.9
2	5.62698e-06	8.55254e-06	32047.6
3	8.55254e-06	1.15583e-05	20136.7
4	1.15583e-05	1.46487e-05	15727.6
5	1.46487e-05	1.78287e-05	13170.8
6	1.78287e-05	2.11036e-05	11476.3
7	2.11036e-05	2.44793e-05	10424.2
8	2.44793e-05	2.79622e-05	9859.43
9	2.79622e-05	3.15593e-05	9655.3
10	3.15593e-05	3.52784e-05	9852.98
11	3.52784e-05	3.9128e-05	9852.98
12	3.9128e-05	4.31176e-05	10630.6
13	4.31176e-05	4.72578e-05	10630.6
14	4.72578e-05	5.15604e-05	11712.5
15	5.15604e-05	5.60386e-05	11712.5
16	5.60386e-05	6.07075e-05	12778.1
17	6.07075e-05	6.5584e-05	12778.1
18	6.5584e-05	7.06873e-05	13552.7
19	7.06873e-05	7.60397e-05	13552.7
20	7.60397e-05	8.16667e-05	13826.7
21	8.16667e-05	8.7598e-05	13826.7
22	8.7598e-05	9.38684e-05	13457.4
23	9.38684e-05	0.000100519	13457.4
24	0.000100519	0.000107599	12354.1
25	0.000107599	0.000115168	12354.1
26	0.000115168	0.000123297	10505.8
27	0.000123297	0.000132078	10505.8
28	0.000132078	0.000141624	8065.77
29	0.000141624	0.000152079	8065.77
30	0.000152079	0.000163638	5412.65
31	0.000163638	0.000176559	5412.65
32	0.000176559	0.000191207	3063.62
33	0.000191207	0.000208118	3063.62
34	0.000208118	0.000228119	1411.62
35	0.000228119	0.000252598	1411.62
36	0.000252598	0.000284158	506.524
37	0.000284158	0.000328638	506.524
38	0.000328638	0.000404678	216.736
39	0.000404678	inf	216.736
