2.54236e-05	-2370369.17	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38,9833.38
2.93766e-05	-2365755.84	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	20327.2,30427,25538,19705.6,16138.8,14053.8,12722.8,11811.9,11172.2,10721.7,10293.1,10293.1,9986.52,9986.52,9840.71,9840.71,9758.42,9758.42,9687.58,9687.58,9600.2,9600.2,9478.6,9478.6,9309.42,9309.42,9082.2,9082.2,8788.48,8788.48,8420.02,8420.02,7963.2,7963.2,7379.14,7379.14,6513.64,6513.64,5358.03,5358.03
3.3862e-05	-2363213.63	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	19091.3,42453.7,34429.5,24184.7,18451.5,15320.7,13404.6,12136.6,11279.4,10704.5,10204.4,10204.4,9908.61,9908.61,9822.27,9822.27,9797.77,9797.77,9756.98,9756.98,9658.14,9658.14,9475.02,9475.02,9189.28,9189.28,8789.54,8789.54,8271.16,8271.16,7634.44,7634.44,6877.28,6877.28,5971.64,5971.64,4782.59,4782.59,3498.78,3498.78
3.8598e-05	-2361453.80	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	15759.2,48376.7,38617.3,25794.9,19050.7,15519.1,13404.8,12032,11129.2,10549.7,10094.4,10094.4,9898.12,9898.12,9921.92,9921.92,9989.86,9989.86,10007.6,10007.6,9923.1,9923.1,9703.19,9703.19,9326,9326,8781.72,8781.72,8073.49,8073.49,7216.22,7216.22,6227.71,6227.71,5104.68,5104.68,3763.06,3763.06,2526.64,2526.64
4.34883e-05	-2360082.08	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	13158.6,52036.6,40739.1,26279.9,19072.8,15409.2,13243,11853.8,10961.1,10411.7,10028.4,10028.4,9945.84,9945.84,10084.6,10084.6,10250.2,10250.2,10335.4,10335.4,10278.4,10278.4,10037.8,10037.8,9587.45,9587.45,8918.48,8918.48,8042.56,8042.56,6991.52,6991.52,5807.32,5807.32,4517.55,4517.55,3094.02,3094.02,1939.54,1939.54
4.8487e-05	-2358942.70	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	11419,54916.8,41903,26303.2,18896.2,15212.2,13049.4,11674.9,10809.5,10298.2,9988.5,9988.5,10013.4,10013.4,10259.8,10259.8,10519.8,10519.8,10675,10675,10653.2,10653.2,10404.2,10404.2,9895.92,9895.92,9118.77,9118.77,8092.26,8092.26,6866.31,6866.31,5509.89,5509.89,4085.37,4085.37,2618.22,2618.22,1549.74,1549.74
5.35679e-05	-2357961.37	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	10309,57510.9,42544.3,26115.6,18649,14994.4,12856.9,11507.9,10674.2,10201.1,9959.17,9959.17,10080.6,10080.6,10424.2,10424.2,10772.1,10772.1,10996,10996,11013.6,11013.6,10765.2,10765.2,10211.3,10211.3,9339.8,9339.8,8177.04,8177.04,6791.41,6791.41,5281.2,5281.2,3746.03,3746.03,2259.95,2259.95,1273.69,1273.69
5.87133e-05	-2357096.96	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	9633.53,59979.6,42856.1,25824.3,18380,14778.2,12674.6,11354.9,10552.8,10115.2,9933.77,9933.77,10140.2,10140.2,10570.3,10570.3,10998.6,10998.6,11287.8,11287.8,11346.1,11346.1,11104.3,11104.3,10514.1,10514.1,9559.76,9559.76,8272.9,8272.9,6740.73,6740.73,5092.56,5092.56,3466.6,3466.6,1978.98,1978.98,1069.03,1069.03
6.39107e-05	-2356323.92	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	9263.44,62371.6,42939.4,25481.4,18110.1,14572,12505.6,11215.5,10443.5,10038.3,9910.37,9910.37,10191.3,10191.3,10698.2,10698.2,11199,11199,11549.1,11549.1,11647.5,11647.5,11415.6,11415.6,10796,10796,9767.89,9767.89,8367.32,8367.32,6700.18,6700.18,4928.19,4928.19,3228.48,3228.48,1751.97,1751.97,912.055,912.055
6.91503e-05	-2355624.93	-0,2.57468e-06,5.21624e-06,7.92826e-06,1.07146e-05,1.35794e-05,1.65273e-05,1.95632e-05,2.26925e-05,2.59211e-05,2.92557e-05,3.27033e-05,3.62719e-05,3.99703e-05,4.38082e-05,4.77968e-05,5.19481e-05,5.62762e-05,6.07967e-05,6.55275e-05,7.04892e-05,7.57055e-05,8.12038e-05,8.70165e-05,9.31817e-05,9.97449e-05,0.000106761,0.000114297,0.000122437,0.000131286,0.000140978,0.000151693,0.000163671,0.00017725,0.000192927,0.000211468,0.00023416,0.000263416,0.000304649,0.000375139,inf	9116.82,64697.9,42855.1,25114.6,17848.4,14378.8,12350.2,11089.1,10345.4,9969.43,9888.86,9888.86,10235.4,10235.4,10810.3,10810.3,11376.4,11376.4,11782.3,11782.3,11918.9,11918.9,11698.3,11698.3,11054.1,11054.1,9959.38,9959.38,8453.86,8453.86,6662.13,6662.13,4779.2,4779.2,3020.53,3020.53,1564.45,1564.45,788.49,788.49
