time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.9391e-06	21582.6
1	2.9391e-06	5.95455e-06	70302.1
2	5.95455e-06	9.05043e-06	27747.1
3	9.05043e-06	1.22311e-05	17078
4	1.22311e-05	1.55014e-05	13369.2
5	1.55014e-05	1.88666e-05	11484.2
6	1.88666e-05	2.23321e-05	10358.3
7	2.23321e-05	2.59044e-05	9734.03
8	2.59044e-05	2.959e-05	9488.01
9	2.959e-05	3.33965e-05	9530.11
10	3.33965e-05	3.73321e-05	9989.57
11	3.73321e-05	4.14058e-05	9989.57
12	4.14058e-05	4.56277e-05	10944.4
13	4.56277e-05	5.00089e-05	10944.4
14	5.00089e-05	5.45619e-05	12006.9
15	5.45619e-05	5.93009e-05	12006.9
16	5.93009e-05	6.42416e-05	12910.4
17	6.42416e-05	6.94019e-05	12910.4
18	6.94019e-05	7.48023e-05	13461.9
19	7.48023e-05	8.04663e-05	13461.9
20	8.04663e-05	8.64209e-05	13517.8
21	8.64209e-05	9.26974e-05	13517.8
22	9.26974e-05	9.93329e-05	12966.9
23	9.93329e-05	0.000106371	12966.9
24	0.000106371	0.000113863	11740.7
25	0.000113863	0.000121872	11740.7
26	0.000121872	0.000130475	9850.24
27	0.000130475	0.000139767	9850.24
28	0.000139767	0.000149868	7451.96
29	0.000149868	0.000160933	7451.96
30	0.000160933	0.000173164	4906.87
31	0.000173164	0.000186837	4906.87
32	0.000186837	0.000202338	2705.96
33	0.000202338	0.000220234	2705.96
34	0.000220234	0.000241399	1206.9
35	0.000241399	0.000267303	1206.9
36	0.000267303	0.0003007	419.74
37	0.0003007	0.00034777	419.74
38	0.00034777	0.000428236	181.239
39	0.000428236	inf	181.239
