time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.81482e-06	21228.7
1	2.81482e-06	5.70276e-06	72710.1
2	5.70276e-06	8.66772e-06	31833.9
3	8.66772e-06	1.17139e-05	19289
4	1.17139e-05	1.48459e-05	14716.9
5	1.48459e-05	1.80688e-05	12322.2
6	1.80688e-05	2.13878e-05	10859.7
7	2.13878e-05	2.4809e-05	10002.7
8	2.4809e-05	2.83388e-05	9578.74
9	2.83388e-05	3.19843e-05	9474.6
10	3.19843e-05	3.57535e-05	9778.8
11	3.57535e-05	3.96549e-05	9778.8
12	3.96549e-05	4.36983e-05	10668.1
13	4.36983e-05	4.78942e-05	10668.1
14	4.78942e-05	5.22547e-05	11851.6
15	5.22547e-05	5.67933e-05	11851.6
16	5.67933e-05	6.15251e-05	13001.5
17	6.15251e-05	6.64672e-05	13001.5
18	6.64672e-05	7.16393e-05	13813.4
19	7.16393e-05	7.70637e-05	13813.4
20	7.70637e-05	8.27665e-05	14060.7
21	8.27665e-05	8.87776e-05	14060.7
22	8.87776e-05	9.51325e-05	13612.4
23	9.51325e-05	0.000101873	13612.4
24	0.000101873	0.000109048	12416.3
25	0.000109048	0.000116719	12416.3
26	0.000116719	0.000124958	10498.3
27	0.000124958	0.000133857	10498.3
28	0.000133857	0.000143531	8014.89
29	0.000143531	0.000154127	8014.89
30	0.000154127	0.000165841	5332.31
31	0.000165841	0.000178936	5332.31
32	0.000178936	0.000193782	2974.68
33	0.000193782	0.000210921	2974.68
34	0.000210921	0.000231191	1343.26
35	0.000231191	0.000256	1343.26
36	0.000256	0.000287984	470.931
37	0.000287984	0.000333064	470.931
38	0.000333064	0.000410128	200.692
39	0.000410128	inf	200.692
