time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.63233e-06	11444.3
1	2.63233e-06	5.33305e-06	72627.5
2	5.33305e-06	8.10579e-06	31413.2
3	8.10579e-06	1.09545e-05	19986.4
4	1.09545e-05	1.38835e-05	15366.2
5	1.38835e-05	1.68974e-05	12734.6
6	1.68974e-05	2.00012e-05	11061.3
7	2.00012e-05	2.32006e-05	10030.8
8	2.32006e-05	2.65016e-05	9476.07
9	2.65016e-05	2.99108e-05	9284.25
10	2.99108e-05	3.34356e-05	9528.12
11	3.34356e-05	3.70841e-05	9528.12
12	3.70841e-05	4.08653e-05	10403
13	4.08653e-05	4.47892e-05	10403
14	4.47892e-05	4.8867e-05	11580
15	4.8867e-05	5.31114e-05	11580
16	5.31114e-05	5.75364e-05	12709.4
17	5.75364e-05	6.21581e-05	12709.4
18	6.21581e-05	6.69948e-05	13541.2
19	6.69948e-05	7.20676e-05	13541.2
20	7.20676e-05	7.74007e-05	13924.2
21	7.74007e-05	8.30221e-05	13924.2
22	8.30221e-05	8.8965e-05	13758.5
23	8.8965e-05	9.52682e-05	13758.5
24	9.52682e-05	0.000101978	12947.5
25	0.000101978	0.000109152	12947.5
26	0.000109152	0.000116857	11412.9
27	0.000116857	0.000125179	11412.9
28	0.000125179	0.000134226	9182.46
29	0.000134226	0.000144135	9182.46
30	0.000144135	0.00015509	6506.88
31	0.00015509	0.000167336	6506.88
32	0.000167336	0.000181219	3889.74
33	0.000181219	0.000197247	3889.74
34	0.000197247	0.000216203	1873.26
35	0.000216203	0.000239404	1873.26
36	0.000239404	0.000269314	687.413
37	0.000269314	0.000311471	687.413
38	0.000311471	0.000383539	286.121
39	0.000383539	inf	286.121
