time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.15367e-06	22063.2
1	3.15367e-06	6.38926e-06	71168.9
2	6.38926e-06	9.71114e-06	26772.7
3	9.71114e-06	1.3124e-05	16280.1
4	1.3124e-05	1.66331e-05	12408.2
5	1.66331e-05	2.02439e-05	10400.6
6	2.02439e-05	2.39625e-05	9334.74
7	2.39625e-05	2.77955e-05	8875.2
8	2.77955e-05	3.17502e-05	8828.7
9	3.17502e-05	3.58346e-05	9073.57
10	3.58346e-05	4.00575e-05	9828.57
11	4.00575e-05	4.44286e-05	9828.57
12	4.44286e-05	4.89586e-05	11158.4
13	4.89586e-05	5.36597e-05	11158.4
14	5.36597e-05	5.85451e-05	12529.2
15	5.85451e-05	6.36301e-05	12529.2
16	6.36301e-05	6.89314e-05	13604.8
17	6.89314e-05	7.44685e-05	13604.8
18	7.44685e-05	8.02632e-05	14140.8
19	8.02632e-05	8.63406e-05	14140.8
20	8.63406e-05	9.27299e-05	13979.8
21	9.27299e-05	9.94646e-05	13979.8
22	9.94646e-05	0.000106584	13052.8
23	0.000106584	0.000114136	13052.8
24	0.000114136	0.000122175	11384.8
25	0.000122175	0.000130769	11384.8
26	0.000130769	0.00014	9113.53
27	0.00014	0.000149971	9113.53
28	0.000149971	0.000160809	6520.82
29	0.000160809	0.000172681	6520.82
30	0.000172681	0.000185805	4034.68
31	0.000185805	0.000200477	4034.68
32	0.000200477	0.00021711	2092.07
33	0.00021711	0.000236311	2092.07
34	0.000236311	0.000259022	887.996
35	0.000259022	0.000286817	887.996
36	0.000286817	0.000322652	300.218
37	0.000322652	0.000373158	300.218
38	0.000373158	0.000459499	135.442
39	0.000459499	inf	135.442
