time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.93553e-06	21688.3
1	2.93553e-06	5.94732e-06	68530.3
2	5.94732e-06	9.03943e-06	25802.6
3	9.03943e-06	1.22163e-05	16954.7
4	1.22163e-05	1.54826e-05	13538.6
5	1.54826e-05	1.88436e-05	11682.9
6	1.88436e-05	2.2305e-05	10569.2
7	2.2305e-05	2.58729e-05	9919.73
8	2.58729e-05	2.95541e-05	9606.06
9	2.95541e-05	3.33559e-05	9561.55
10	3.33559e-05	3.72867e-05	9919.5
11	3.72867e-05	4.13555e-05	9919.5
12	4.13555e-05	4.55722e-05	10841.2
13	4.55722e-05	4.99481e-05	10841.2
14	4.99481e-05	5.44956e-05	11967.8
15	5.44956e-05	5.92288e-05	11967.8
16	5.92288e-05	6.41635e-05	12979.2
17	6.41635e-05	6.93176e-05	12979.2
18	6.93176e-05	7.47114e-05	13654.9
19	7.47114e-05	8.03685e-05	13654.9
20	8.03685e-05	8.63158e-05	13833.1
21	8.63158e-05	9.25848e-05	13833.1
22	9.25848e-05	9.92121e-05	13371
23	9.92121e-05	0.000106241	13371
24	0.000106241	0.000113724	12166.5
25	0.000113724	0.000121724	12166.5
26	0.000121724	0.000130317	10227.9
27	0.000130317	0.000139597	10227.9
28	0.000139597	0.000149686	7747.74
29	0.000149686	0.000160737	7747.74
30	0.000160737	0.000172953	5124.42
31	0.000172953	0.00018661	5124.42
32	0.00018661	0.000202093	2857.63
33	0.000202093	0.000219966	2857.63
34	0.000219966	0.000241106	1298.72
35	0.000241106	0.000266978	1298.72
36	0.000266978	0.000300334	461.452
37	0.000300334	0.000347347	461.452
38	0.000347347	0.000427715	198.086
39	0.000427715	inf	198.086
