time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.67543e-06	20412.7
1	2.67543e-06	5.42037e-06	79204.5
2	5.42037e-06	8.23851e-06	31446.7
3	8.23851e-06	1.11339e-05	19108.3
4	1.11339e-05	1.41108e-05	14712.5
5	1.41108e-05	1.7174e-05	12485.2
6	1.7174e-05	2.03287e-05	11148.7
7	2.03287e-05	2.35805e-05	10377.5
8	2.35805e-05	2.69355e-05	10011.9
9	2.69355e-05	3.04005e-05	9934.7
10	3.04005e-05	3.3983e-05	10194.5
11	3.3983e-05	3.76913e-05	10194.5
12	3.76913e-05	4.15344e-05	10886.6
13	4.15344e-05	4.55225e-05	10886.6
14	4.55225e-05	4.96672e-05	11765.7
15	4.96672e-05	5.3981e-05	11765.7
16	5.3981e-05	5.84784e-05	12622.4
17	5.84784e-05	6.31758e-05	12622.4
18	6.31758e-05	6.80918e-05	13282.8
19	6.80918e-05	7.32476e-05	13282.8
20	7.32476e-05	7.8668e-05	13590.2
21	7.8668e-05	8.43815e-05	13590.2
22	8.43815e-05	9.04217e-05	13387.3
23	9.04217e-05	9.68281e-05	13387.3
24	9.68281e-05	0.000103648	12524.1
25	0.000103648	0.000110939	12524.1
26	0.000110939	0.00011877	10909.8
27	0.00011877	0.000127229	10909.8
28	0.000127229	0.000136423	8609.76
29	0.000136423	0.000146495	8609.76
30	0.000146495	0.000157629	5943.83
31	0.000157629	0.000170076	5943.83
32	0.000170076	0.000184187	3454.72
33	0.000184187	0.000200476	3454.72
34	0.000200476	0.000219743	1630.52
35	0.000219743	0.000243323	1630.52
36	0.000243323	0.000273724	598.092
37	0.000273724	0.000316571	598.092
38	0.000316571	0.000389819	254.971
39	0.000389819	inf	254.971
