time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.57468e-06	14964.8
1	2.57468e-06	5.21624e-06	84340.6
2	5.21624e-06	7.92826e-06	37721.2
3	7.92826e-06	1.07146e-05	21403.2
4	1.07146e-05	1.35794e-05	15719.5
5	1.35794e-05	1.65273e-05	12958.1
6	1.65273e-05	1.95632e-05	11301.7
7	1.95632e-05	2.26925e-05	10304.1
8	2.26925e-05	2.59211e-05	9786.26
9	2.59211e-05	2.92557e-05	9621.99
10	2.92557e-05	3.27033e-05	9857.06
11	3.27033e-05	3.62719e-05	9857.06
12	3.62719e-05	3.99703e-05	10625.5
13	3.99703e-05	4.38082e-05	10625.5
14	4.38082e-05	4.77968e-05	11629.6
15	4.77968e-05	5.19481e-05	11629.6
16	5.19481e-05	5.62762e-05	12603.1
17	5.62762e-05	6.07967e-05	12603.1
18	6.07967e-05	6.55275e-05	13351.5
19	6.55275e-05	7.04892e-05	13351.5
20	7.04892e-05	7.57055e-05	13712.8
21	7.57055e-05	8.12038e-05	13712.8
22	8.12038e-05	8.70165e-05	13531.2
23	8.70165e-05	9.31817e-05	13531.2
24	9.31817e-05	9.97449e-05	12661.1
25	9.97449e-05	0.000106761	12661.1
26	0.000106761	0.000114297	11019.3
27	0.000114297	0.000122437	11019.3
28	0.000122437	0.000131286	8685.3
29	0.000131286	0.000140978	8685.3
30	0.000140978	0.000151693	5995.82
31	0.000151693	0.000163671	5995.82
32	0.000163671	0.00017725	3495.45
33	0.00017725	0.000192927	3495.45
34	0.000192927	0.000211468	1659.35
35	0.000211468	0.00023416	1659.35
36	0.00023416	0.000263416	612.065
37	0.000263416	0.000304649	612.065
38	0.000304649	0.000375139	261.922
39	0.000375139	inf	261.922
