time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.74046e-06	18474.1
1	2.74046e-06	5.55211e-06	73187.2
2	5.55211e-06	8.43874e-06	28446.8
3	8.43874e-06	1.14045e-05	18303.8
4	1.14045e-05	1.44537e-05	14457.1
5	1.44537e-05	1.75914e-05	12271.3
6	1.75914e-05	2.08228e-05	10826.9
7	2.08228e-05	2.41536e-05	9914.42
8	2.41536e-05	2.75901e-05	9428.18
9	2.75901e-05	3.11394e-05	9278.77
10	3.11394e-05	3.4809e-05	9553.04
11	3.4809e-05	3.86073e-05	9553.04
12	3.86073e-05	4.25438e-05	10437.4
13	4.25438e-05	4.66289e-05	10437.4
14	4.66289e-05	5.08743e-05	11603.5
15	5.08743e-05	5.5293e-05	11603.5
16	5.5293e-05	5.98997e-05	12707.7
17	5.98997e-05	6.47113e-05	12707.7
18	6.47113e-05	6.97467e-05	13498.6
19	6.97467e-05	7.50279e-05	13498.6
20	7.50279e-05	8.058e-05	13810.8
21	8.058e-05	8.64323e-05	13810.8
22	8.64323e-05	9.26193e-05	13532.4
23	9.26193e-05	9.91814e-05	13532.4
24	9.91814e-05	0.000106167	12583.6
25	0.000106167	0.000113635	12583.6
26	0.000113635	0.000121657	10935.5
27	0.000121657	0.000130321	10935.5
28	0.000130321	0.000139739	8672.57
29	0.000139739	0.000150056	8672.57
30	0.000150056	0.00016146	6064.78
31	0.00016146	0.000174209	6064.78
32	0.000174209	0.000188663	3575.51
33	0.000188663	0.000205349	3575.51
34	0.000205349	0.000225084	1689.82
35	0.000225084	0.000249237	1689.82
36	0.000249237	0.000280377	605.093
37	0.000280377	0.000324265	605.093
38	0.000324265	0.000399293	250.883
39	0.000399293	inf	250.883
