time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.05233e-06	21012.8
1	3.05233e-06	6.18395e-06	73022.6
2	6.18395e-06	9.3991e-06	27344.4
3	9.3991e-06	1.27023e-05	16428.7
4	1.27023e-05	1.60986e-05	12574.2
5	1.60986e-05	1.95934e-05	10631.5
6	1.95934e-05	2.31925e-05	9575.38
7	2.31925e-05	2.69023e-05	9067.5
8	2.69023e-05	3.073e-05	8933.8
9	3.073e-05	3.46831e-05	9072.25
10	3.46831e-05	3.87703e-05	9671.93
11	3.87703e-05	4.3001e-05	9671.93
12	4.3001e-05	4.73855e-05	10850.1
13	4.73855e-05	5.19355e-05	10850.1
14	5.19355e-05	5.6664e-05	12152.5
15	5.6664e-05	6.15855e-05	12152.5
16	6.15855e-05	6.67165e-05	13216
17	6.67165e-05	7.20756e-05	13216
18	7.20756e-05	7.76841e-05	13782.1
19	7.76841e-05	8.35663e-05	13782.1
20	8.35663e-05	8.97502e-05	13709.6
21	8.97502e-05	9.62686e-05	13709.6
22	9.62686e-05	0.00010316	12944.6
23	0.00010316	0.000110469	12944.6
24	0.000110469	0.000118249	11499.9
25	0.000118249	0.000126567	11499.9
26	0.000126567	0.000135502	9458.05
27	0.000135502	0.000145152	9458.05
28	0.000145152	0.000155642	7020.75
29	0.000155642	0.000167133	7020.75
30	0.000167133	0.000179835	4554.33
31	0.000179835	0.000194035	4554.33
32	0.000194035	0.000210134	2496.53
33	0.000210134	0.000228718	2496.53
34	0.000228718	0.000250699	1119.64
35	0.000250699	0.000277601	1119.64
36	0.000277601	0.000312284	393.211
37	0.000312284	0.000361167	393.211
38	0.000361167	0.000444734	169.655
39	0.000444734	inf	169.655
