time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.74391e-06	20280.5
1	2.74391e-06	5.55909e-06	81781.1
2	5.55909e-06	8.44936e-06	33267.1
3	8.44936e-06	1.14188e-05	19091.6
4	1.14188e-05	1.44719e-05	14449.6
5	1.44719e-05	1.76136e-05	12283.7
6	1.76136e-05	2.0849e-05	11029.1
7	2.0849e-05	2.4184e-05	10278.1
8	2.4184e-05	2.76249e-05	9875.91
9	2.76249e-05	3.11786e-05	9743.56
10	3.11786e-05	3.48528e-05	9963.47
11	3.48528e-05	3.86559e-05	9963.47
12	3.86559e-05	4.25974e-05	10724.3
13	4.25974e-05	4.66876e-05	10724.3
14	4.66876e-05	5.09383e-05	11781.8
15	5.09383e-05	5.53625e-05	11781.8
16	5.53625e-05	5.99751e-05	12833.1
17	5.99751e-05	6.47927e-05	12833.1
18	6.47927e-05	6.98345e-05	13605.2
19	6.98345e-05	7.51223e-05	13605.2
20	7.51223e-05	8.06814e-05	13883
21	8.06814e-05	8.65411e-05	13883
22	8.65411e-05	9.27358e-05	13508.9
23	9.27358e-05	9.93063e-05	13508.9
24	9.93063e-05	0.000106301	12386.8
25	0.000106301	0.000113778	12386.8
26	0.000113778	0.00012181	10515.3
27	0.00012181	0.000130485	10515.3
28	0.000130485	0.000139915	8058.24
29	0.000139915	0.000150245	8058.24
30	0.000150245	0.000161663	5398.54
31	0.000161663	0.000174429	5398.54
32	0.000174429	0.0001889	3052.64
33	0.0001889	0.000205607	3052.64
34	0.000205607	0.000225367	1406.94
35	0.000225367	0.000249551	1406.94
36	0.000249551	0.000280729	504.888
37	0.000280729	0.000324673	504.888
38	0.000324673	0.000399795	214.189
39	0.000399795	inf	214.189
